text,account_age,posting_frequency,label,split,source
"Analysts weigh in after Mark Zuckerberg teased a satellite internet expansion with just a few words on social media — some call it a game-changer, others remain skeptical.",390,1.2,0,train,synthetic_emoji_giveaway_fix
"Bro, pautang muna P5000 sa Coins.ph, na limit kasi account ko. Bayaran ko din bukas promise.",2,28.15,1,train,real
PHIVOLCS Seismic Bulletin: aftershocks continue to be felt in Negros Occidental following last night's earthquake. Residents advised to check structures for damage. https://ndrrmc.gov.ph/8899,2194,17.52,0,train,synthetic_hazard_fix
"Screenshot ng payout ko — ₱100,000! Hindi fake to. Gusto mo rin? DM me: link.ph/6340.",43,24.11,1,train,real
Checked the reviews first before buying. 4.8 stars with 10k+ sold — okay na yan!,1394,0.44,0,train,real
"Happy Sunday! nag-shoot ako ng photos sa hapon, then naglaan ako ng time para magpahinga. Sulit naman kahit pagod.",2946,2.91,0,test,real
"DSWD advisory: hindi po kami nagbibigay ng ayuda through Facebook Messenger, sa branch lang po ang official process.",8,15.27,0,train,synthetic_supplement
Looking forward to the weekend! Pahinga din pag may time.,1232,18.46,0,train,real
"Uy lods, last piece na ng electric scooter — ₱3,000. Kung gusto mo, bayaran mo na agad. Pa-GCash na lang.",1737,7.45,1,test,real
Learning about blockchain lately for school and personal curiosity. Interesting yung technology behind it.,632,2.59,0,train,real
Road trip with the barkada next weekend! Can't wait! 🚗,1145,8.99,0,train,real
Nag-attend ako ng company training today. Ang dami kong natutunan!,56,2.67,0,val,real
"Good news! If you want free data promo, they claim you can secure a high-paying slot. Message me ASAP and don't miss it. sayang kung ma-late ka.",50,28.95,1,train,real
"Emergency loan — released within the day! ₱500,000 max amount, flexible payment. Just pay ₱150 enrollment fee.",1087,18.58,1,train,real
"After a busy day, nag-set aside ako ng Sunday para magpahinga. Sulit naman kahit pagod.",340,1.35,0,train,real
"P10000 cash grant galing sa DSWD AKAP, click this link para makuha ang ayuda: bit.ly/claim-now",35,20.98,1,train,real
Kumusta na kayo dyan? Miss ko na yung dati naming tambayan sa Cabuyao. Sobrang saya!,1243,2.33,0,test,synthetic_supplement
You are invited to our annual barangay fiesta! See you all tomorrow at the Quezon City covered court.,1390,1.59,0,val,real
Finally got my first paycheck! Time to budget this money wisely.,5,2.81,0,val,real
"Nag-iipon ka pa rin sa bangko? Mag-invest ka na! ₱2,500 monthly returns guaranteed: shorturl.at/2269.",129,19.96,1,test,real
Nakakastress ang exam kanina. Sana pumasa ako! 📚,2963,1.82,0,val,real
Free smartwatch giveaway! Just share this post and register here: rebrand.ly/6854. Winners announced in 5 days!,6,13.7,1,test,real
PHIVOLCS Volcano Bulletin: Taal Volcano alert status raised to Alert Level 2 due to phreatic eruption. Avoid entry into the extended danger zone. https://ndrrmc.gov.ph/8077,578,1.12,0,train,synthetic_hazard_fix
Inviting everyone to our free medical mission tomorrow morning at Calamba.,603,0.77,0,train,real
Action required: Maya account verification pending. Complete the process at rebrand.ly/7466 to avoid service interruption.,189,15.02,1,train,real
"Nag-iipon ka pa rin sa bangko? Mag-invest ka na! ₱1,500 monthly returns guaranteed: wa.me/7270.",48,2.72,1,train,real
Limited time! Our trading signals are FREE today. Usual price ₱250/month. Join: t.me/group1007.,11,17.58,1,train,real
"💰 CONGRATS! Napili ka sa raffle namin! 💥 Manalo ng ₱5,000, i-click lang https://t.me/LuckyWin_Hub4228 🥳 bago mag-expire!",40,28.58,1,train,synthetic_emoji_giveaway_fix
Part-time job online! Earn up to P500 weekly. Type HOW para maka-join sa Telegram group.,10,5.23,1,train,real
"Selling preloved iPhone 15 Pro Max — ₱50,000 na lang. Slightly used, good condition. GCash/Maya payment. PM me.",120,1.92,1,test,real
Sumakit mata ko kakabrowse ng social media. Time to rest na siguro.,2249,0.14,0,test,real
"SSS advisory: hindi po kami nagbibigay ng ayuda through Facebook Messenger, sa branch lang po ang official process. Salamat po.",212,8.43,0,train,synthetic_supplement
"Walang guarantor? Walang problema! Loan of ₱500,000 available for everyone. ₱100 registration fee lang: tinyurl.com/free5151.",23,3.21,1,train,real
"Analysts weigh in after Jeff Bezos teased an updated data center plan with just a few words on social media — some call it a game-changer, others remain skeptical.",881,0.99,0,train,synthetic_emoji_giveaway_fix
"the old town bridge SECTION COLLAPSES

Situation this morning at the collapsed section of the old town bridge in Iloilo. The incident was reported last night during heavy rains brought by the southwest monsoon. | via @PhilstarNews https://manilabulletin.com.ph/2200",2266,15.99,0,train,synthetic_bias_fix
"Local officials in Davao City confirmed that relief operations are underway for families affected by the recent flooding, per @PAGASA_DOST. https://mmda.gov.ph/5122",2285,12.83,0,val,synthetic_bias_fix
"Looking for people interested in product-review tasks? Sabi nila double your starting capital in one week, kahit beginner puwede. submit the online form. no experience needed, perfect for beginners.",14,10.1,1,train,real
I'm from Coins.ph verification team. We sent a code to this number for account #3476. Kindly provide it.,46,15.13,1,train,real
DOLE payout is ready! I-claim ang P10000 dito sa link na ito: gcash-rewards-ph.net,16,24.87,1,train,real
"Small win today! naabutan ako ng traffic pauwi, then naglaan ako ng time para magpahinga. Worth it yung effort.",2364,0.84,0,train,real
"Looking for virtual assistant? We're hiring — ₱100,000 monthly salary! Apply now: forms.gle/2600.",50,27.85,1,train,real
First time ko mag-cook para sa family. Medyo burnt pero appreciate nila effort haha.,2455,0.11,0,train,real
Free iPad Air giveaway! Just share this post and register here: tinyurl.com/free1710. Winners announced in tatlong araw!,1508,14.95,1,train,real
Congratulations! You won a free Samsung Galaxy S24 from our raffle! Claim it here: cutt.ly/2548. Pay ₱999 shipping only.,438,17.93,1,train,real
"Selling my pre-loved phone case, ₱1,200. Meet-up lang sa Sta. Rosa, no COD po sorry. Sana all.",1754,1.55,0,train,synthetic_supplement
"Try namin bagong resto sa Los Baños, ang sarap ng food nila, babalikan namin ulit.",665,2.48,0,train,synthetic_supplement
Clearance sale! DSLR camera — $50 na lang! Last 3 units. PM to order.,318,13.29,1,train,real
" EARTHQUAKE ALERT: Magnitude 5.9 tremor recorded off the coast of Sorsogon, tsunami advisory currently being assessed. https://pagasa.dost.gov.ph/7293",1525,1.27,0,test,synthetic_hazard_fix
Pag-IBIG payout is ready! I-claim ang P10000 dito sa link na ito: gcash-rewards-ph.net,51,16.67,1,train,real
"Looking for people interested in online tutor? Sabi nila receive a large shopping voucher, kahit beginner puwede. enter your account information.",20,25.3,1,train,real
Ang stress reliever ko ngayon is yoga. Better than scrolling endlessly.,2839,2.63,0,train,real
A lot of people are talking about Jeff Bezos's cryptic announcement regarding a satellite internet expansion. Still no official statement from the company beyond the post.,1326,0.73,0,train,synthetic_emoji_giveaway_fix
Ang dami na naming members na naka-withdraw ng $500 from this investment platform. Ikaw na lang kulang! t.me/group5716.,12,2.81,1,train,real
Random cravings: gusto ko ng pizza and Starbucks combo haha.,2018,2.27,0,train,real
Happy 1st anniversary to our salon! Join us for free haircuts today at Makati.,2076,0.22,0,train,real
⚠️ VOLCANO ALERT: PHIVOLCS raises Alert Level 4 over Bulusan Volcano following recorded increased seismic activity. Residents within the danger zone in Albay are advised to evacuate immediately. https://ndrrmc.gov.ph/6662,1952,16.51,0,val,synthetic_hazard_fix
"Nag-apply ako sa loan sa Maya kanina, sabi ni ate sa branch mga 3 days daw bago ma-approve, wala namang bayad muna. Totoo ba kaya to?",237,11.97,0,train,synthetic_supplement
"Los Baños Animal Welfare Group is organizing a Clean-up Drive this coming Saturday, all residents are welcome to join.
#LosBañosAnimalWelfareGroup #Clean-upDrive #CommunityFirst",724,2.63,0,train,synthetic_hashtag_fix
"BPPTKG reported sulfur dioxide emission at Mount Merapi this week, prompting evacuation advisories for residents in Shizuoka. https://ndrrmc.gov.ph/8200",1502,1.97,0,train,synthetic_hazard_fix
"Attention po! If you want shopping voucher promo, they claim you can get a commission for every successful invite. send your details to the coordinator and don't miss it. huwag palampasin kung kailangan mo ng extra income.",40,24.51,1,train,real
"In case you missed it, here's the replay of last night's game: https://cnnphilippines.com/7456",1168,7.73,0,train,synthetic_bias_fix
"Sir/Ma'am, may documentary stamp tax pa po na ₱500 na hindi kasama sa initial processing fee. Required po before release.",42,17.2,1,train,real
"Bro, pautang muna P2500 sa GCash, na limit kasi account ko. Bayaran ko din bukas promise.",14,17.03,1,train,real
Seminar for incoming freshmen will be held at Santa Rosa auditorium. Please join us.,944,2.57,0,train,real
Group chat ng family never gets boring. Ang kukulit ng mga kapatid ko!,596,1.82,0,train,real
"Finally! bumili ako ng bagong libro, then naglaan ako ng time para magpahinga. Sana mas relaxed ang next few days.",1864,1.01,0,train,real
"""We are committed to finishing the project on time,"" said Secretary of DPWH during today's press briefing in Pampanga. Full report via @NASA: https://manilabulletin.com.ph/5446",1872,9.06,0,train,synthetic_bias_fix
"Complete simple tasks and receive commissions immediately! ₱3,000 daily potential. Join: shorturl.at/2193.",1536,12.29,1,train,real
"Napa-post lang ako! nag-shoot ako ng photos sa hapon, then naglaan ako ng time para magpahinga. Back to reality tomorrow haha.",1171,0.42,0,train,real
Inviting everyone to our free medical mission tomorrow morning at Biñan.,2534,2.4,0,train,real
Inviting everyone to our free medical mission tomorrow morning at San Pedro.,1756,0.72,0,train,real
Decluttering: Pre-loved items for sale! Prices range from P500 to P10000. DM for pics.,1636,1.36,0,train,real
"Available for lunch and late lunch
Rainy day special, free delivery within the area
Mainit po namin dedeliver:

Nena's Kitchen
Physical Store @ 21 55
🛵 Free Delivery for a Minimum Order of P 80
Cloudy Friday
 03 -17 -26
Today's Menu
Pork Steak -55
Pork in BBQ Sauce -25
Bicol Express -25
Kare-Kare -45❌❌
Fried Dalagang Bukid -50
Pancit Bihon -70
Chicken Adobo -45❌❌
Beef Caldereta -20
God bless po sa lahat!",1440,1.73,0,train,synthetic_menu_fix
"Passport renewal fast-track service! Only ₱50,000. Skip the line. Message me for details.",1682,23.71,1,test,real
"Sis pasuyo naman, pa-receive ng P500 sa Coins.ph mo, may error kasi app ko ngayon.",46,21.57,1,train,real
"⏰ Winner ka ba? 👉 Check mo agad dito claim-giveaway.top 💥 ₱10,000 ang premyo, konting slots na lang 👉",65,9.51,1,train,synthetic_emoji_giveaway_fix
PhilHealth payout is ready! I-claim ang P5000 dito sa link na ito: gcash-rewards-ph.net,40,17.88,1,train,real
Finally watched that Marvel movie everyone's been talking about. Medyo overhyped pero okay naman.,2753,2.52,0,train,real
UnionBank notice: A recent transaction needs confirmation. Please confirm your identity through the attached page using the page sent in this message before your access is restricted.,43,13.19,1,train,real
"Earn ₱20,000 weekly just by watching ads and completing surveys! Register: forms.gle/5550.",43,19.14,1,train,real
"According to @MMDA, the repair of Marcos Highway overpass is expected to be completed within the month. https://rappler.com/8297",2194,6.57,0,train,synthetic_bias_fix
"Forex trading made easy! Copy our expert trades and earn ₱5,000 weekly. Free trial: rebrand.ly/2901.",72,12.42,1,train,real
"Napa-post lang ako! nag-shoot ako ng photos sa hapon, then naglaan ako ng time para magpahinga. Sana mas relaxed ang next few days.",2261,2.58,0,test,real
"Security Bank nag-send ng text verification sa number mo for a $500 fund transfer. Cancel ko sana, pa-send ng code.",41,9.38,1,train,real
"Open for lunch and dinner orders
May free delivery po kami ngayon, order na!
Mainit po namin dedeliver:

Nena's Kitchen
Physical Store @ 9 46
🛵 Free Delivery for a Minimum Order of P 50
Humid Wednesday
 01 -03 -26
Today's Menu
Ginataang Langka -70❌❌
Pork Embotido -65
Pancit Bihon -55
Pork Sisig -25
Beef Caldereta -35
Adobong Chicken Liver -50❌❌
Chopsuey -50❌❌
Pork Dinuguan -30
Tofu w/ Giniling -65
Ginisang Kalabasa -50❌❌
Ginisang Munggo -55❌❌
Kare-Kare -60
Glory to the Most High God🙏",1582,1.9,0,train,synthetic_menu_fix
Wholesale gaming chair — ₱100 per unit! Minimum order 10 pcs. Full payment before shipping. wa.me/7006.,51,25.53,1,train,real
"You are Invited!
Join us this Sunday for a worship-filled morning.
📌See you all at 𝗕𝗮𝗿𝗮𝗻𝗴𝗮𝘆 𝗛𝗮𝗹𝗹, 𝗖𝗮𝗯𝘂𝘆𝗮𝗼 at 9:00AM.
#BibleStudyNight
#FaithCommunity
#VictoryChristianFellowship",925,0.49,0,val,synthetic_hashtag_fix
"Now hiring ad clickers! No experience required, training provided. Salary: ₱1,500/month. forms.gle/4734.",48,21.32,1,train,real
Crypto mining gamit ang phone! Earn Ethereum passively. Download here: wa.me/4717.,58,17.27,1,train,real
"Our AI trading bot earned our members ₱25,000 last week alone! Start investing: rebrand.ly/5234. Zero risk.",23,8.31,1,val,real
Went to church today and the sermon was exactly what I needed to hear.,2174,0.61,0,val,real
"Finally tapos na yung report ko, pwede na mag-rest ngayong weekend. Take care everyone.",1201,2.64,0,train,synthetic_supplement
"Grabe, yung friend ko kumita ng ₱100,000 sa investment na to! Sama ka na: bit.ly/earn2990. Low risk, high reward.",13,17.32,1,train,real
Nag-aral ako buong gabi for the midterms. Coffee is my best friend.,2537,0.41,0,train,real
May bagong promo yung bank ko for savings account. Okay naman yung terms.,1523,2.88,0,train,real
Inviting everyone to our free medical mission tomorrow morning at Villa Esmeralda.,1297,2.4,0,test,real
I checked my bank balance today and finally hit my small savings goal. One step at a time.,953,2.09,0,train,real
"Thank you to everyone who joined our Livelihood Training last weekend, Cabuyao National High School truly appreciates the support!
#CabuyaoNationalHighSchool #LivelihoodTraining #CommunityFirst",2337,2.89,0,train,synthetic_hashtag_fix
